PID,Name of Project,Description,Sponsor-Full,Sponsor-Abb,System,WaterManagement,SoilNutrientandLandManagem,GeneticResources,EnergyManagement,OtherThematicAreas,org_type,ImplementingAgencies,Region,District,Community,Status,Year Approved,Year Completed,Link,CSA Technology,Contact Person,Contact Number,Commodity/Livestock,Beneficiaries,subcategory,Agro-ecological suitability of practices (e.g. drought-tolerant varieties),"If Yes, How?",Soil fertility management techniques suited to soil types ,"If Yes, How?.1",Climate forecasting and early warning systems,"If Yes, How?.2",Access to input and output markets ,"If Yes, How?.3",Financial capital/credit availability,"If Yes, How?.4","Rural infrastructure (roads, irrigation, electricity)","If Yes, How?.5",Education/training programs building farmer skills,"If Yes, How?.6",Community cooperative models for resources/labor sharing,"If Yes, How?.7"
P523,Ghana Tilapia Seed Project (TISEED),"The 3-year program titled “Accelerating aquaculture development in Ghana through sustainable Nile Tilapia seed production and dissemination,” (TiSeed in short) was launched on February 2019 to address issues in the tilapia seed and extension system to improve productivity and profitability of tilapia cage and pond farming in Ghana, with particular focus on women and youth small-scale fish farmers.","Government of Netherlands and the CGIAR Research Programs on Policies, Institutions and Markets, Fish Agri-Food Systems", CGIAR-PIM and FISH,Fisheries and Aquaculture ,No,No,Yes,No,Yes - Fish Seed Value Chain ,ngo,"IFPRI supported by the Water Research Institute, (WRI) of the Council for Scientific and Industrial Research (CSIR) in Ghana, KIT Royal Tropical Institute in the Netherlands, and WorldFish. ",Ahafo Region,No,"Techiman, Sunyani, Tano, Amomaso, Dormaa etc.",Completed,2019,2022,"Ghana Tilapia Seed Project 
(TiSeed)
 | IFPRI : International Food 
Policy Research Institute",,"Research Fellow

https://www.ifpri.org/project/ghana-tilapia-seed-project-tiseed#:~:text=Collaborators-,Catherine%20Ragasa,-Senior%20Research%20Fellow",,,"A total of 182 farmers, 15 commercial hatchery operators, and 30 zonal officers (of the Fisheries Commission)",Farming System,,,,,,,Yes,Fingeling varieties,,,,,Yes ,Fish Farming training,,
P524,Ghanaian Cocoa Farmers Benefit from Sustainability,,------------------,---------------,Crop Production,No,Yes ,No,No,No,ngo,Rainforest Alliance,No,Juaboso-Bia,"No
",,,,"https://www.rainforest-alliance.org/in-the-field/ghanaian-cocoa-farmers-reap-the-benefits-of-sustainability/#:~:text=In%20addition%20to%20protecting%20nearby,greenhouse%20gases%20from%20the%20atmosphere.",,,,,"3,033 farms (covering 6,464 ha) are Rainforest Alliance Certified, and local communities have planted 58,600 tree seedlings in degraded areas",Cropping style,,,,,,,,,,,,,Yes ,,Yes,Land Management Board (LMB)
P525,"Identifying, testing and scaling small-scale irrigation options for enhanced livestock feed production",Characterization of ecological adaptation of chicken ecotypes and identification of farmers trait preferences,---------------,---------------------,Livestock Production,Yes,No,No,No,No,ngo,ILRI-International Livestock Research Institute,,,,Completed,2013,2018,https://www.ilri.org/research/projects/identifying-testing-and-scaling-small-scale-irrigation-options-enhanced-livestock,,,,,,"Feed, Grazing",,,,,,,,,,,,,,,,
P526,"Impact Of Irrigation On Agricultural Productivity, Nutrition, Health And Women’s Empowerment In Ghana
","In this project, women are given access to motor pumps, training, and access to credit and other agricultural inputs. Since women are responsible for dry season farming, the introduction of motor pumps will directly empower women by improving their access to and control over productive assets. It will also allow women to produce more high-value crops, which will increase income","CGIAR Research 
Program on Water, 
Land and Ecosystems
 (WLE)",CGIAR-WLE,Crop Production,Yes,No,No,No,No,ngo,IFPRI,,,,Completed,2017,,"https://www.ifpri.org/project
/
impact-irrigation-agricultural-
productivity-nutrition-health-
and
-womens-empowerment-
ghana",Motor Pumps,Dawit Mekonnen,,,,Water,,,,,,,,,,,,,Yes ,,,
P527,Incubation to Entrepreneurship Project,"The project seeks to Increase income of 8,000 women 
(40%) and youth in the Tain, Kintampo North and 
Techiman North districts of the Brong Ahafo region 
through the establishment of economically viable and 
environmentally sustainable micro, small and medium 
enterprises (MSMEs).",European Union,EU ,Crop/Livestock Production ,No,No,No,No,Yes - Sustainable food systems and value chains,ngo,"Association of Church Development Projects, Kintampo North Municipal, Techiman North District Assembly Tain District Assembly, African Agribusiness Incubation Network, and TRIAS VZW",Brong Ahafo Region,"Tain, Kintampo North and 
Techiman North districts","No
",Completed,2019,2022,https://www.eeas.europa.eu/sites/default/files/documents/2023/20.%20Growth_Incubation%20to%20Entrepreneurship.pdf,,,,,,Farming System,,,,,,,,,Yes,"14 Village Saving and Loan Associations (VSLAs) 
established.",,,,,,
P528,Landscape and Environmental Agility across the Nation (LEAN) Project,"The LEAN project is a 4-year intervention that seeks to directly support national efforts to conserve biodiversity, improve the livelihoods of small-scale farmers, build climate resilience, and reduce emissions from land-use changes across Ghana’s savannah, high forest, and transition zones.",European Union,EU ,Crop Production,No,No,No,No,Yes - Sustainable forest management (SFM) ,ngo,"Rainforest Alliance, Tropenbos International Ghana, EcoCare Ghana ",Savannah Region,"

West Gonja, Kassena-Nankana West, Offinso Municipal, Offinso North, Techiman North, Nkoranza North, Nkoranza South, Sefwi Wiawso Municipal
Bibiani-Anhwiaso-Bekwai Municipal, Bodi district,  Akontombra district","No
",Ongoing,2020,2024,"World Vision and partners launch
 project to conserve biodiversity and improve livelihoods | Ghana | World Vision International (wvi.org)",,,,"cashew, shea, rosewood, acacia, mahogany, and teak","36,000 smallholders farmers, 250,000 ha of land are under improved management, and 
10,000 ha of degraded land is restored.
",---------------------------,,,,,,,,,,,,,Yes ,Trainijg of extension officers and private sector officers,Yes,Local community-based capacities
P528,Landscape and Environmental Agility across the Nation (LEAN) Project,"The LEAN project is a 4-year intervention that seeks to directly support national efforts to conserve biodiversity, improve the livelihoods of small-scale farmers, build climate resilience, and reduce emissions from land-use changes across Ghana’s savannah, high forest, and transition zones.",European Union,EU ,Crop Production,No,No,No,No,Yes - Sustainable forest management (SFM) ,ngo,"Rainforest Alliance, Tropenbos International Ghana, EcoCare Ghana ",Upper East Region,"

West Gonja, Kassena-Nankana West, Offinso Municipal, Offinso North, Techiman North, Nkoranza North, Nkoranza South, Sefwi Wiawso Municipal
Bibiani-Anhwiaso-Bekwai Municipal, Bodi district,  Akontombra district","No
",Ongoing,2020,2024,"World Vision and partners launch
 project to conserve biodiversity and improve livelihoods | Ghana | World Vision International (wvi.org)",,,,"cashew, shea, rosewood, acacia, mahogany, and teak","36,000 smallholders farmers, 250,000 ha of land are under improved management, and 
10,000 ha of degraded land is restored.
",---------------------------,,,,,,,,,,,,,Yes ,Trainijg of extension officers and private sector officers,Yes,Local community-based capacities
P528,Landscape and Environmental Agility across the Nation (LEAN) Project,"The LEAN project is a 4-year intervention that seeks to directly support national efforts to conserve biodiversity, improve the livelihoods of small-scale farmers, build climate resilience, and reduce emissions from land-use changes across Ghana’s savannah, high forest, and transition zones.",European Union,EU ,Crop Production,No,No,No,No,Yes - Sustainable forest management (SFM) ,ngo,"Rainforest Alliance, Tropenbos International Ghana, EcoCare Ghana ",Ashanti Region,"

West Gonja, Kassena-Nankana West, Offinso Municipal, Offinso North, Techiman North, Nkoranza North, Nkoranza South, Sefwi Wiawso Municipal
Bibiani-Anhwiaso-Bekwai Municipal, Bodi district,  Akontombra district","No
",Ongoing,2020,2024,"World Vision and partners launch
 project to conserve biodiversity and improve livelihoods | Ghana | World Vision International (wvi.org)",,,,"cashew, shea, rosewood, acacia, mahogany, and teak","36,000 smallholders farmers, 250,000 ha of land are under improved management, and 
10,000 ha of degraded land is restored.
",---------------------------,,,,,,,,,,,,,Yes ,Trainijg of extension officers and private sector officers,Yes,Local community-based capacities
P528,Landscape and Environmental Agility across the Nation (LEAN) Project,"The LEAN project is a 4-year intervention that seeks to directly support national efforts to conserve biodiversity, improve the livelihoods of small-scale farmers, build climate resilience, and reduce emissions from land-use changes across Ghana’s savannah, high forest, and transition zones.",European Union,EU ,Crop Production,No,No,No,No,Yes - Sustainable forest management (SFM) ,ngo,"Rainforest Alliance, Tropenbos International Ghana, EcoCare Ghana ",Bono East Region,"

West Gonja, Kassena-Nankana West, Offinso Municipal, Offinso North, Techiman North, Nkoranza North, Nkoranza South, Sefwi Wiawso Municipal
Bibiani-Anhwiaso-Bekwai Municipal, Bodi district,  Akontombra district","No
",Ongoing,2020,2024,"World Vision and partners launch
 project to conserve biodiversity and improve livelihoods | Ghana | World Vision International (wvi.org)",,,,"cashew, shea, rosewood, acacia, mahogany, and teak","36,000 smallholders farmers, 250,000 ha of land are under improved management, and 
10,000 ha of degraded land is restored.
",---------------------------,,,,,,,,,,,,,Yes ,Trainijg of extension officers and private sector officers,Yes,Local community-based capacities
P528,Landscape and Environmental Agility across the Nation (LEAN) Project,"The LEAN project is a 4-year intervention that seeks to directly support national efforts to conserve biodiversity, improve the livelihoods of small-scale farmers, build climate resilience, and reduce emissions from land-use changes across Ghana’s savannah, high forest, and transition zones.",European Union,EU ,Crop Production,No,No,No,No,Yes - Sustainable forest management (SFM) ,ngo,"Rainforest Alliance, Tropenbos International Ghana, EcoCare Ghana ",Western North Region,"

West Gonja, Kassena-Nankana West, Offinso Municipal, Offinso North, Techiman North, Nkoranza North, Nkoranza South, Sefwi Wiawso Municipal
Bibiani-Anhwiaso-Bekwai Municipal, Bodi district,  Akontombra district","No
",Ongoing,2020,2024,"World Vision and partners launch
 project to conserve biodiversity and improve livelihoods | Ghana | World Vision International (wvi.org)",,,,"cashew, shea, rosewood, acacia, mahogany, and teak","36,000 smallholders farmers, 250,000 ha of land are under improved management, and 
10,000 ha of degraded land is restored.
",---------------------------,,,,,,,,,,,,,Yes ,Trainijg of extension officers and private sector officers,Yes,Local community-based capacities
P529,Landscape and Environmental Agility across the Nation (LEAN) Project,"The LEAN project is a 4-year intervention that seeks to directly support national efforts to conserve biodiversity, improve the livelihoods of small-scale farmers, build climate resilience, and reduce emissions from land-use changes across Ghana’s savannah, high forest, and transition zones.",European Union,EU ,Crop Production,No,No,No,No,Yes - Sustainable forest management (SFM) ,ngo,"Rainforest Alliance, Tropenbos International Ghana, EcoCare Ghana ",Savannah Region,"

West Gonja, Kassena-Nankana West, Offinso Municipal, Offinso North, Techiman North, Nkoranza North, Nkoranza South, Sefwi Wiawso Municipal
Bibiani-Anhwiaso-Bekwai Municipal, Bodi district,  Akontombra district","No
",Ongoing,2020,2024,"World Vision and partners launch
 project to conserve biodiversity and improve livelihoods | Ghana | World Vision International (wvi.org)",,,,"cashew, shea, rosewood, acacia, mahogany, and teak","36,000 smallholders farmers, 250,000 ha of land are under improved management, and 
10,000 ha of degraded land is restored.
",---------------------------,,,,,,,,,,,,,Yes ,Trainijg of extension officers and private sector officers,Yes,Local community-based capacities
P529,Landscape and Environmental Agility across the Nation (LEAN) Project,"The LEAN project is a 4-year intervention that seeks to directly support national efforts to conserve biodiversity, improve the livelihoods of small-scale farmers, build climate resilience, and reduce emissions from land-use changes across Ghana’s savannah, high forest, and transition zones.",European Union,EU ,Crop Production,No,No,No,No,Yes - Sustainable forest management (SFM) ,ngo,"Rainforest Alliance, Tropenbos International Ghana, EcoCare Ghana ",Upper East Region,"

West Gonja, Kassena-Nankana West, Offinso Municipal, Offinso North, Techiman North, Nkoranza North, Nkoranza South, Sefwi Wiawso Municipal
Bibiani-Anhwiaso-Bekwai Municipal, Bodi district,  Akontombra district","No
",Ongoing,2020,2024,"World Vision and partners launch
 project to conserve biodiversity and improve livelihoods | Ghana | World Vision International (wvi.org)",,,,"cashew, shea, rosewood, acacia, mahogany, and teak","36,000 smallholders farmers, 250,000 ha of land are under improved management, and 
10,000 ha of degraded land is restored.
",---------------------------,,,,,,,,,,,,,Yes ,Trainijg of extension officers and private sector officers,Yes,Local community-based capacities
P529,Landscape and Environmental Agility across the Nation (LEAN) Project,"The LEAN project is a 4-year intervention that seeks to directly support national efforts to conserve biodiversity, improve the livelihoods of small-scale farmers, build climate resilience, and reduce emissions from land-use changes across Ghana’s savannah, high forest, and transition zones.",European Union,EU ,Crop Production,No,No,No,No,Yes - Sustainable forest management (SFM) ,ngo,"Rainforest Alliance, Tropenbos International Ghana, EcoCare Ghana ",Ashanti Region,"

West Gonja, Kassena-Nankana West, Offinso Municipal, Offinso North, Techiman North, Nkoranza North, Nkoranza South, Sefwi Wiawso Municipal
Bibiani-Anhwiaso-Bekwai Municipal, Bodi district,  Akontombra district","No
",Ongoing,2020,2024,"World Vision and partners launch
 project to conserve biodiversity and improve livelihoods | Ghana | World Vision International (wvi.org)",,,,"cashew, shea, rosewood, acacia, mahogany, and teak","36,000 smallholders farmers, 250,000 ha of land are under improved management, and 
10,000 ha of degraded land is restored.
",---------------------------,,,,,,,,,,,,,Yes ,Trainijg of extension officers and private sector officers,Yes,Local community-based capacities
P529,Landscape and Environmental Agility across the Nation (LEAN) Project,"The LEAN project is a 4-year intervention that seeks to directly support national efforts to conserve biodiversity, improve the livelihoods of small-scale farmers, build climate resilience, and reduce emissions from land-use changes across Ghana’s savannah, high forest, and transition zones.",European Union,EU ,Crop Production,No,No,No,No,Yes - Sustainable forest management (SFM) ,ngo,"Rainforest Alliance, Tropenbos International Ghana, EcoCare Ghana ",Bono East Region,"

West Gonja, Kassena-Nankana West, Offinso Municipal, Offinso North, Techiman North, Nkoranza North, Nkoranza South, Sefwi Wiawso Municipal
Bibiani-Anhwiaso-Bekwai Municipal, Bodi district,  Akontombra district","No
",Ongoing,2020,2024,"World Vision and partners launch
 project to conserve biodiversity and improve livelihoods | Ghana | World Vision International (wvi.org)",,,,"cashew, shea, rosewood, acacia, mahogany, and teak","36,000 smallholders farmers, 250,000 ha of land are under improved management, and 
10,000 ha of degraded land is restored.
",---------------------------,,,,,,,,,,,,,Yes ,Trainijg of extension officers and private sector officers,Yes,Local community-based capacities
